"Regulator_ENSG","Target_ENSG","MI","pvalue","Target_symbol","Regulator_symbol","chromosome_name","start_position","end_position","Gene.Start.MinusKB","Gene.end.PlusKB"
"ENSG00000147162","ENSG00000188242",0.330755027500522,0,"CTD-2228K2.5","OGT","5",466239,473213,366239,573213
"ENSG00000103510","ENSG00000146360",0.324965060869697,0,"GPR6","KAT8","6",110299514,110301921,110199514,110401921
"ENSG00000196363","ENSG00000087008",0.333277333049018,0,"ACOX3","WDR5","4",8368009,8442450,8268009,8542450
"ENSG00000187778","ENSG00000103042",0.505053971511399,0,"SLC38A7","MCRS1","16",58699013,58719008,58599013,58819008
"ENSG00000172534","ENSG00000240449",0.338439878850895,0,"REPIN1-AS1","HCFC1","7",150060866,150069679,149960866,150169679
"ENSG00000196363","ENSG00000161526",0.434498541590631,0,"SAP30BP","WDR5","17",73663196,73704142,73563196,73804142
"ENSG00000196363","ENSG00000137802",0.474205076476563,0,"MAPKBP1","WDR5","15",42066632,42120053,41966632,42220053
"ENSG00000196363","ENSG00000159214",0.357555961488074,5.08562734045093e-05,"CCDC24","WDR5","1",44457031,44462200,44357031,44562200
"ENSG00000187778","ENSG00000117682",0.512399994962817,0,"DHDDS","MCRS1","1",26758773,26797785,26658773,26897785
"ENSG00000196363","ENSG00000267062",0.41453026392152,0,"CTD-2659N19.10","WDR5","19",12907637,12912663,12807637,13012663
"ENSG00000187778","ENSG00000104361",0.381955991247393,0,"NIPAL2","MCRS1","8",99202061,99306621,99102061,99406621
"ENSG00000187778","ENSG00000143921",0.316706494594758,0,"ABCG8","MCRS1","2",44066103,44105605,43966103,44205605
"ENSG00000187778","ENSG00000103037",0.417414310181122,0,"SETD6","MCRS1","16",58549383,58554431,58449383,58654431
"ENSG00000196363","ENSG00000160221",0.390409968348408,0,"GATD3","WDR5","21",45553487,45565605,45453487,45665605
"ENSG00000103510","ENSG00000171311",0.399368947246758,0,"EXOSC1","KAT8","10",99195899,99205774,99095899,99305774
"ENSG00000120071","ENSG00000236333",0.48031537201292,0,"TRHDE-AS1","KANSL1","12",72647288,72668687,72547288,72768687
"ENSG00000196363","ENSG00000185513",0.368965553597456,0,"L3MBTL1","WDR5","20",42136320,42179590,42036320,42279590
"ENSG00000120071","ENSG00000130816",0.476446197513937,0,"DNMT1","KANSL1","19",10244021,10341962,10144021,10441962
"ENSG00000196363","ENSG00000125818",0.502613522748325,0,"PSMF1","WDR5","20",1093906,1160596,993906,1260596
"ENSG00000187778","ENSG00000142609",0.356162095373045,0,"CFAP74","MCRS1","1",1853396,1935276,1753396,2035276
"ENSG00000196363","ENSG00000088356",0.355297490588772,0,"PDRG1","WDR5","20",30532758,30539895,30432758,30639895
"ENSG00000196363","ENSG00000160214",0.60473087009251,0,"RRP1","WDR5","21",45209394,45225174,45109394,45325174
"ENSG00000196363","ENSG00000162878",0.476790488779678,0,"PKDCC","WDR5","2",42275160,42285668,42175160,42385668
"ENSG00000196363","ENSG00000255091",0.425670851995114,0,"RP11-495O11.1","WDR5","11",45673079,45674241,45573079,45774241
"ENSG00000103510","ENSG00000157020",0.383068557652163,0,"SEC13","KAT8","3",10334815,10362862,10234815,10462862
"ENSG00000103510","ENSG00000171307",0.402728535717511,0,"ZDHHC16","KAT8","10",99205927,99217127,99105927,99317127
"ENSG00000196363","ENSG00000159239",0.398000776576095,0,"C2orf81","WDR5","2",74641304,74648718,74541304,74748718
"ENSG00000187778","ENSG00000189306",0.341734971513117,0,"RRP7A","MCRS1","22",42905974,42915808,42805974,43015808
"ENSG00000147162","ENSG00000166888",0.378676606284749,0,"STAT6","OGT","12",57489191,57525922,57389191,57625922
"ENSG00000147162","ENSG00000166887",0.394035228175973,0,"VPS39","OGT","15",42450899,42500514,42350899,42600514
"ENSG00000172534","ENSG00000133895",0.4667118038593,0,"MEN1","HCFC1","11",64570982,64578766,64470982,64678766
"ENSG00000103510","ENSG00000100982",0.429126911839141,0,"PCIF1","KAT8","20",44563267,44576662,44463267,44676662
"ENSG00000187778","ENSG00000167986",0.403910207243611,0,"DDB1","MCRS1","11",61066923,61110068,60966923,61210068
"ENSG00000196363","ENSG00000219410",0.377615529443541,0,"RP4-761J14.8","WDR5","12",6772426,6781235,6672426,6881235
"ENSG00000196363","ENSG00000090615",0.618543687991976,0,"GOLGA3","WDR5","12",133345495,133405444,133245495,133505444
"ENSG00000196363","ENSG00000091947",0.399007193259837,0,"TMEM101","WDR5","17",42088556,42101314,41988556,42201314
"ENSG00000187778","ENSG00000141376",0.552245508562679,0,"BCAS3","MCRS1","17",58754814,59470199,58654814,59570199
"ENSG00000187778","ENSG00000070413",0.445577392084081,0,"DGCR2","MCRS1","22",19023795,19109967,18923795,19209967
"ENSG00000172534","ENSG00000157881",0.47229208045032,0,"PANK4","HCFC1","1",2439972,2458039,2339972,2558039
"ENSG00000172534","ENSG00000155229",0.490849528883304,0,"MMS19","HCFC1","10",99218081,99258551,99118081,99358551
"ENSG00000187778","ENSG00000166685",0.554530716853175,0,"COG1","MCRS1","17",71189129,71204646,71089129,71304646
"ENSG00000172534","ENSG00000132589",0.461762375879349,0,"FLOT2","HCFC1","17",27206353,27224697,27106353,27324697
"ENSG00000103510","ENSG00000111640",0.409381008041546,0,"GAPDH","KAT8","12",6643093,6647537,6543093,6747537
"ENSG00000187778","ENSG00000070423",0.427075525468009,0,"RNF126","MCRS1","19",647526,663277,547526,763277
"ENSG00000196363","ENSG00000089639",0.361056576240324,0,"GMIP","WDR5","19",19740285,19754476,19640285,19854476
"ENSG00000187778","ENSG00000103066",0.453789598821866,0,"PLA2G15","MCRS1","16",68279207,68294961,68179207,68394961
"ENSG00000147162","ENSG00000165548",0.444417728116227,0,"TMEM63C","OGT","14",77582911,77725838,77482911,77825838
"ENSG00000103510","ENSG00000111653",0.409324003514762,0,"ING4","KAT8","12",6759446,6772314,6659446,6872314
"ENSG00000103510","ENSG00000136930",0.388574427154408,0,"PSMB7","KAT8","9",127115745,127177723,127015745,127277723
"ENSG00000103510","ENSG00000112983",0.374099322826718,0,"BRD8","KAT8","5",137475455,137514675,137375455,137614675
"ENSG00000196363","ENSG00000124587",0.474405999897436,0,"PEX6","WDR5","6",42931608,42946958,42831608,43046958
"ENSG00000196363","ENSG00000124588",0.425072190098766,0,"NQO2","WDR5","6",2988221,3019996,2888221,3119996
"ENSG00000103510","ENSG00000135632",0.386722670585873,0,"SMYD5","KAT8","2",73441350,73454365,73341350,73554365
"ENSG00000196363","ENSG00000149809",0.373970580384736,0,"TM7SF2","WDR5","11",64879317,64883856,64779317,64983856
"ENSG00000187778","ENSG00000070444",0.479033310526838,0,"MNT","MCRS1","17",2287354,2304412,2187354,2404412
"ENSG00000147162","ENSG00000070770",0.396976352910051,0,"CSNK2A2","OGT","16",58191811,58231824,58091811,58331824
"ENSG00000187778","ENSG00000179950",0.485584881139673,0,"PUF60","MCRS1","8",144898514,144912029,144798514,145012029
"ENSG00000196363","ENSG00000124571",0.408490966529711,0,"XPO5","WDR5","6",43490072,43543812,43390072,43643812
"ENSG00000196363","ENSG00000124574",0.532835375402429,0,"ABCC10","WDR5","6",43395104,43418168,43295104,43518168
"ENSG00000103510","ENSG00000214160",0.363954143631439,1.42500448774285e-06,"ALG3","KAT8","3",183960089,183967336,183860089,184067336
"ENSG00000147162","ENSG00000115275",0.384496797329613,0,"MOGS","OGT","2",74688184,74692537,74588184,74792537
"ENSG00000196363","ENSG00000137880",0.443082277884005,0,"GCHFR","WDR5","15",41056218,41059906,40956218,41159906
"ENSG00000187778","ENSG00000179958",0.516483391958398,0,"DCTPP1","MCRS1","16",30434940,30441396,30334940,30541396
"ENSG00000147162","ENSG00000213780",0.360324990037009,0,"GTF2H4","OGT","6",30875961,30881883,30775961,30981883
"ENSG00000196363","ENSG00000125898",0.41886473482277,0,"FAM110A","WDR5","20",814358,838106,714358,938106
"ENSG00000196363","ENSG00000124562",0.43548298070359,0,"SNRPC","WDR5","6",34725183,34741571,34625183,34841571
"ENSG00000196363","ENSG00000125895",0.451883763226962,0,"TMEM74B","WDR5","20",1161205,1166059,1061205,1266059
"ENSG00000187778","ENSG00000167972",0.557189337897622,0,"ABCA3","MCRS1","16",2325882,2390747,2225882,2490747
"ENSG00000196363","ENSG00000162804",0.424680322978919,0,"SNED1","WDR5","2",241938255,242034983,241838255,242134983
"ENSG00000187778","ENSG00000260750",0.37564963067953,0,"RP11-482M8.1","MCRS1","16",87526161,87549241,87426161,87649241
"ENSG00000196363","ENSG00000135213",0.570709920347228,0,"POM121C","WDR5","7",75046066,75115548,74946066,75215548
"ENSG00000187778","ENSG00000167967",0.493079188123091,0,"E4F1","MCRS1","16",2273567,2285743,2173567,2385743
"ENSG00000187778","ENSG00000142687",0.502183140710685,0,"KIAA0319L","MCRS1","1",35899091,36023551,35799091,36123551
"ENSG00000172534","ENSG00000119596",0.419687109846392,0,"YLPM1","HCFC1","14",75230069,75322244,75130069,75422244
"ENSG00000187778","ENSG00000258429",0.505587803826833,0,"PDF","MCRS1","16",69362524,69364498,69262524,69464498
"ENSG00000187778","ENSG00000142684",0.369829374485682,0,"ZNF593","MCRS1","1",26496362,26498551,26396362,26598551
"ENSG00000187778","ENSG00000167962",0.470818819783459,0,"ZNF598","MCRS1","16",2047655,2059824,1947655,2159824
"ENSG00000187778","ENSG00000179933",0.352791797677796,0,"C14orf119","MCRS1","14",23563974,23569665,23463974,23669665
"ENSG00000147162","ENSG00000153531",0.365336544960104,0,"ADPRHL1","OGT","13",114076260,114107839,113976260,114207839
"ENSG00000196363","ENSG00000112584",0.422466768716864,0,"FAM120B","WDR5","6",170599791,170716153,170499791,170816153
"ENSG00000120071","ENSG00000165548",0.478584471365954,0,"TMEM63C","KANSL1","14",77582911,77725838,77482911,77825838
"ENSG00000196363","ENSG00000184281",0.376117798496494,0,"TSSC4","WDR5","11",2421718,2425106,2321718,2525106
"ENSG00000147162","ENSG00000126001",0.376177504366486,0,"CEP250","OGT","20",34042985,34099804,33942985,34199804
"ENSG00000187778","ENSG00000165283",0.60056852392735,0,"STOML2","MCRS1","9",35099888,35103154,34999888,35203154
"ENSG00000196363","ENSG00000271936",0.428402622086857,0,"ENSG00000271936","WDR5","2",25048479,25049586,24948479,25149586
"ENSG00000196363","ENSG00000269621",0.379470282134303,0,"RP11-98D18.15","WDR5","1",151728017,151732387,151628017,151832387
"ENSG00000187778","ENSG00000165280",0.478967769251759,0,"VCP","MCRS1","9",35056061,35073246,34956061,35173246
"ENSG00000196363","ENSG00000231025",0.371341523552857,0,"RP11-175O19.4","WDR5","10",98752207,98755716,98652207,98855716
"ENSG00000196363","ENSG00000232354",0.386156462852585,0,"VIPR1-AS1","WDR5","3",42548016,42574750,42448016,42674750
"ENSG00000147162","ENSG00000141644",0.4770091111409,0,"MBD1","OGT","18",47793252,47808144,47693252,47908144
"ENSG00000147162","ENSG00000138002",0.440166268514873,0,"IFT172","OGT","2",27667238,27712656,27567238,27812656
"ENSG00000147162","ENSG00000116698",0.445098924021894,0,"SMG7","OGT","1",183441351,183567381,183341351,183667381
"ENSG00000196363","ENSG00000258959",0.526602985786544,0,"RP11-1017G21.4","WDR5","14",102502652,102532565,102402652,102632565
"ENSG00000196363","ENSG00000196267",0.35806539766234,0,"ZNF836","WDR5","19",52657117,52674896,52557117,52774896
"ENSG00000120071","ENSG00000141568",0.444369007825738,0,"FOXK2","KANSL1","17",80477589,80602538,80377589,80702538
"ENSG00000147162","ENSG00000130997",0.389558707106609,0,"POLN","OGT","4",2073645,2243848,1973645,2343848
"ENSG00000187778","ENSG00000270170",0.449693859563321,0,"NCBP2AS2","MCRS1","3",196669494,196670411,196569494,196770411
"ENSG00000172534","ENSG00000108883",0.469130046297511,0,"EFTUD2","HCFC1","17",42927311,42977030,42827311,43077030
"ENSG00000103510","ENSG00000013275",0.406656706692633,0,"PSMC4","KAT8","19",40476912,40487348,40376912,40587348
"ENSG00000196363","ENSG00000234945",0.423075531255511,0,"GTF3C2-AS1","WDR5","2",27558402,27565466,27458402,27665466
"ENSG00000196363","ENSG00000257605",0.513860744368766,0,"MYG1-AS1","WDR5","12",53692449,53694098,53592449,53794098
"ENSG00000187778","ENSG00000269176",0.350918694174356,0,"RP11-727F15.12","MCRS1","11",62553498,62554257,62453498,62654257
"ENSG00000147162","ENSG00000130939",0.427801084713112,0,"UBE4B","OGT","1",10092890,10241297,9992890,10341297
"ENSG00000103510","ENSG00000136908",0.386792633047868,0,"DPM2","KAT8","9",130697378,130700763,130597378,130800763
"ENSG00000187778","ENSG00000179889",0.405403689024854,0,"PDXDC1","MCRS1","16",15068448,15233196,14968448,15333196
"ENSG00000187778","ENSG00000165271",0.428802132854994,0,"NOL6","MCRS1","9",33461439,33473928,33361439,33573928
"ENSG00000147162","ENSG00000103365",0.52721600133774,0,"GGA2","OGT","16",23474863,23533316,23374863,23633316
"ENSG00000120071","ENSG00000166887",0.451241115632074,0,"VPS39","KANSL1","15",42450899,42500514,42350899,42600514
"ENSG00000187778","ENSG00000165264",0.354906750291838,0,"NDUFB6","MCRS1","9",32552997,32573160,32452997,32673160
"ENSG00000103510","ENSG00000112941",0.388531580006163,3.40320318592546e-08,"TENT4A","KAT8","5",6714718,6757161,6614718,6857161
"ENSG00000147162","ENSG00000272097",0.307423124758496,0,"TMEM14B-DT","OGT","6",10743557,10747896,10643557,10847896
"ENSG00000196363","ENSG00000125912",0.671460680334712,0,"NCLN","WDR5","19",3185561,3209573,3085561,3309573
"ENSG00000120071","ENSG00000115207",0.487436760976797,0,"GTF3C2","KANSL1","2",27548716,27579868,27448716,27679868
"ENSG00000172534","ENSG00000096384",0.410835185854081,0,"HSP90AB1","HCFC1","6",44214824,44221620,44114824,44321620
"ENSG00000103510","ENSG00000204815",0.330592413966433,0,"ODAD4","KAT8","17",40086888,40117648,39986888,40217648
"ENSG00000196363","ENSG00000159247",0.332974685023894,0.0114432228047954,"TUBBP5","WDR5","9",141044565,141071821,140944565,141171821
"ENSG00000187778","ENSG00000118900",0.488096596621225,0,"UBN1","MCRS1","16",4896666,4932361,4796666,5032361
"ENSG00000196363","ENSG00000100626",0.464495078921496,0,"GALNT16","WDR5","14",69725994,69821183,69625994,69921183
"ENSG00000196363","ENSG00000197530",0.475633665383366,0,"MIB2","WDR5","1",1550795,1565990,1450795,1665990
"ENSG00000172534","ENSG00000214193",0.408203154619146,0,"SH3D21","HCFC1","1",36771988,36790484,36671988,36890484
"ENSG00000103510","ENSG00000183207",0.398513740814623,0,"RUVBL2","KAT8","19",49496705,49519252,49396705,49619252
"ENSG00000196363","ENSG00000100600",0.478170536355798,0,"LGMN","WDR5","14",93170152,93215047,93070152,93315047
"ENSG00000103510","ENSG00000171222",0.330891638827892,0,"SCAND1","KAT8","20",34541539,34547394,34441539,34647394
"ENSG00000196363","ENSG00000160256",0.406472335545428,4.52090365143931e-10,"SLX9","WDR5","21",46359925,46396904,46259925,46496904
"ENSG00000187778","ENSG00000269194",0.345904481915274,0,"AC006942.4","MCRS1","19",50312190,50312995,50212190,50412995
"ENSG00000147162","ENSG00000273381",0.32577361905732,0,"ENSG00000273381","OGT","9",93968457,93972581,93868457,94072581
"ENSG00000120071","ENSG00000130844",0.462874417224131,0,"ZNF331","KANSL1","19",54024235,54083523,53924235,54183523
"ENSG00000172534","ENSG00000095066",0.443334769465172,0,"HOOK2","HCFC1","19",12873817,12983554,12773817,13083554
"ENSG00000187778","ENSG00000020256",0.426046951211829,0,"ZFP64","MCRS1","20",50668202,50820847,50568202,50920847
"ENSG00000196363","ENSG00000172269",0.607391364102926,0,"DPAGT1","WDR5","11",118967213,118979041,118867213,119079041
"ENSG00000196363","ENSG00000196235",0.486291149808176,0,"SUPT5H","WDR5","19",39926796,39967310,39826796,40067310
"ENSG00000120071","ENSG00000103264",0.471196092207615,0,"FBXO31","KANSL1","16",87360593,87425748,87260593,87525748
"ENSG00000196363","ENSG00000271984",0.427234079421889,0,"ENSG00000271984","WDR5","20",44521333,44522058,44421333,44622058
"ENSG00000196363","ENSG00000196230",0.563260219518402,0,"TUBB","WDR5","6",30687978,30693203,30587978,30793203
"ENSG00000172534","ENSG00000048707",0.421708356452129,0,"VPS13D","HCFC1","1",12290124,12572099,12190124,12672099
"ENSG00000196363","ENSG00000233695",0.469320318071321,0,"GAS6-AS1","WDR5","13",114518603,114542321,114418603,114642321
"ENSG00000120071","ENSG00000213640",0.373292583398676,0,"EEF1DP4","KANSL1","7",64323377,64324748,64223377,64424748
"ENSG00000196363","ENSG00000267002",0.391904339320817,0.00119597478267641,"RP11-242D8.1","WDR5","17",41316200,41322420,41216200,41422420
"ENSG00000187778","ENSG00000105613",0.475499698011182,0,"MAST1","MCRS1","19",12944765,12985765,12844765,13085765
"ENSG00000196363","ENSG00000257653",0.452359798516347,0,"RP11-579D7.2","WDR5","12",49159977,49161106,49059977,49261106
"ENSG00000187778","ENSG00000105618",0.481380817892566,0,"PRPF31","MCRS1","19",54618837,54635140,54518837,54735140
"ENSG00000187778","ENSG00000105617",0.361039093102769,0,"LENG1","MCRS1","19",54658899,54663620,54558899,54763620
"ENSG00000120071","ENSG00000115275",0.444606052375342,0.00085401522943318,"MOGS","KANSL1","2",74688184,74692537,74588184,74792537
"ENSG00000147162","ENSG00000261373",0.387508181080971,0,"VPS9D1-AS1","OGT","16",89778264,89784573,89678264,89884573
"ENSG00000196363","ENSG00000197555",0.42156882742817,0,"SIPA1L1","WDR5","14",71787166,72207946,71687166,72307946
"ENSG00000196363","ENSG00000160294",0.471204070561962,0,"MCM3AP","WDR5","21",47655047,47706211,47555047,47806211
"ENSG00000196363","ENSG00000172273",0.658196441502704,0,"HINFP","WDR5","11",118992297,119006752,118892297,119106752
"ENSG00000196363","ENSG00000160299",0.47732205426823,0,"PCNT","WDR5","21",47744036,47865682,47644036,47965682
"ENSG00000196363","ENSG00000257663",0.494517475531569,0,"RP11-1100L3.7","WDR5","12",52470625,52475868,52370625,52575868
"ENSG00000103510","ENSG00000196544",0.366707051451002,0,"BORCS6","KAT8","17",8091652,8093564,7991652,8193564
"ENSG00000120071","ENSG00000214944",0.429462056281805,0,"ARHGEF28","KANSL1","5",72921983,73237818,72821983,73337818
"ENSG00000196363","ENSG00000005961",0.381448761542688,0,"ITGA2B","WDR5","17",42449548,42466873,42349548,42566873
"ENSG00000196363","ENSG00000125755",0.647420399068217,0,"SYMPK","WDR5","19",46318668,46366548,46218668,46466548
"ENSG00000196363","ENSG00000087157",0.499336483953703,0,"PGS1","WDR5","17",76374721,76421195,76274721,76521195
"ENSG00000103510","ENSG00000099381",0.387883312879413,0,"SETD1A","KAT8","16",30968615,30996437,30868615,31096437
"ENSG00000103510","ENSG00000074071",0.386145255116362,0,"MRPS34","KAT8","16",1821891,1823156,1721891,1923156
"ENSG00000196363","ENSG00000113761",0.48922025391104,0,"ZNF346","WDR5","5",176449697,176508190,176349697,176608190
"ENSG00000187778","ENSG00000142507",0.499197224180219,0,"PSMB6","MCRS1","17",4699439,4701790,4599439,4801790
"ENSG00000196363","ENSG00000100462",0.438050731087962,0,"PRMT5","WDR5","14",23389720,23398794,23289720,23498794
"ENSG00000196363","ENSG00000100461",0.40264130938155,0,"RBM23","WDR5","14",23369854,23388393,23269854,23488393
"ENSG00000172534","ENSG00000215305",0.429020206587836,1.40230211442827e-07,"VPS16","HCFC1","20",2821349,2847378,2721349,2947378
"ENSG00000103510","ENSG00000136878",0.460031621798863,0,"USP20","KAT8","9",132596977,132644107,132496977,132744107
"ENSG00000187778","ENSG00000130520",0.473290076336701,0,"LSM4","MCRS1","19",18417040,18434084,18317040,18534084
"ENSG00000196363","ENSG00000063169",0.416397121679571,0,"BICRA","WDR5","19",48111453,48206533,48011453,48306533
